Site,Plot,Collar,Distance_m,Tag,No_tag_species,No_tag_DBH,Date,Notes
SERC,MSHE,115,1.2,635,,,1/25/2019,
SERC,MSHE,115,12,616,,,1/25/2019,
SERC,MSHE,115,8.5,618,,,1/25/2019,
SERC,MSHE,115,12.7,615,,,1/25/2019,
SERC,MSHE,115,6.1,619,,,1/25/2019,
SERC,MSHE,115,11.1,614,,,1/25/2019,
SERC,MSHE,115,13.4,613,,,1/25/2019,
SERC,MSHE,115,14,612,,,1/25/2019,
SERC,MSHE,115,13.3,620,,,1/25/2019,
SERC,MSHE,114,9.6,626,,,1/25/2019,
SERC,MSHE,113,10.6,626,,,1/25/2019,
SERC,MSHE,113,13.7,625,,,1/25/2019,
SERC,MSHE,114,13,625,,,1/25/2019,
SERC,MSHE,114,14.1,627,,,1/25/2019,
SERC,MSHE,113,14.1,627,,,1/25/2019,
SERC,MSHE,113,14.8,628,,,1/25/2019,
SERC,MSHE,114,15,628,,,1/25/2019,
SERC,MSHE,114,14.5,629,,,1/25/2019,
SERC,MSHE,113,14.3,629,,,1/25/2019,
SERC,MSHE,114,8,633,,,1/25/2019,
SERC,MSHE,113,7.5,633,,,1/25/2019,
SERC,MSHE,113,11,632,,,1/25/2019,
SERC,MSHE,114,11.7,632,,,1/25/2019,
SERC,MSHE,114,14.2,631,,,1/25/2019,
SERC,MSHE,113,13.8,631,,,1/25/2019,
SERC,MSHE,114,4,635,,,1/25/2019,
SERC,MSHE,113,2.9,635,,,1/25/2019,
SERC,MSHE,113,6.2,634,,,1/25/2019,
SERC,MSHE,114,7.9,634,,,1/25/2019,
SERC,MSHE,114,10.4,,LITU,56.7,1/25/2019,
SERC,MSHE,113,8.5,,LITU,56.7,1/25/2019,
SERC,MSHE,113,13.7,,FAGR,48.4,1/25/2019,
SERC,MSHE,113,7.1,,ACRU,21.1,1/25/2019,
SERC,MSHE,114,9.2,,ACRU,21.1,1/25/2019,
SERC,MSHE,114,12.9,,,32.9,1/25/2019,check species
SERC,MSHE,113,11.2,,,32.9,1/25/2019,check species
SERC,MSHE,113,13.6,,FAGR,42.5,1/25/2019,
SERC,MSHE,113,12.6,,FAGR,5.3,1/25/2019,
SERC,MSHE,114,14.4,,FAGR,5.3,1/25/2019,
SERC,MSHE,113,7.6,,FAGR,9.5,1/25/2019,
SERC,MSHE,114,9,,FAGR,9,1/25/2019,
SERC,MSHE,113,5.8,617,,,1/25/2019,
SERC,MSHE,114,6.6,617,,,1/25/2019,
SERC,MSHE,114,13.9,,ACRU,18.5,1/25/2019,
SERC,MSHE,113,13.1,,ACRU,18.5,1/25/2019,
SERC,MSHE,113,8.7,616,,,1/25/2019,
SERC,MSHE,114,9,616,,,1/25/2019,
SERC,MSHE,114,4.7,618,,,1/25/2019,
SERC,MSHE,114,1.2,619,,,1/25/2019,
SERC,MSHE,113,2.4,619,,,1/25/2019,
SERC,MSHE,113,8.5,615,,,1/25/2019,
SERC,MSHE,113,14.5,605,,,1/25/2019,
SERC,MSHE,114,13.9,605,,,1/25/2019,
SERC,MSHE,114,7.7,615,,,1/25/2019,
SERC,MSHE,114,6,614,,,1/25/2019,
SERC,MSHE,114,8.2,613,,,1/25/2019,
SERC,MSHE,114,8.9,612,,,1/25/2019,
SERC,MSHE,114,11.6,611,,,1/25/2019,
SERC,MSHE,113,7.5,614,,,1/25/2019,
SERC,MSHE,113,9.7,613,,,1/25/2019,
SERC,MSHE,113,10.3,612,,,1/25/2019,
SERC,MSHE,113,13,611,,,1/25/2019,
SERC,MSHE,114,12.6,610,,,1/25/2019,
SERC,MSHE,113,14.3,610,,,1/25/2019,
SERC,MSHE,113,10.8,620,,,1/25/2019,
SERC,MSHE,114,8.9,620,,,1/25/2019,
SERC,MSHE,114,12.8,523,,,1/25/2019,
SERC,MSHE,113,14.6,523,,,1/25/2019,
SERC,MSHE,114,12.6,621,,,1/25/2019,
SERC,MSHE,113,14.2,621,,,1/25/2019,
SERC,MSHE,114,14.4,525,,,1/25/2019,
SERC,MSME,111,6.3,517,,,1/25/2019,
SERC,MSME,111,8.4,519,,,1/25/2019,
SERC,MSME,111,14.4,512,,,1/25/2019,
SERC,MSME,111,3.9,518,,,1/25/2019,
SERC,MSME,111,10.4,520,,,1/25/2019,
SERC,MSME,111,5,521,,,1/25/2019,
SERC,MSME,111,12.6,535,,,1/25/2019,
SERC,MSME,111,14.8,434,,,1/25/2019,
SERC,MSME,111,11,534,,,1/25/2019,
SERC,MSME,111,12,533,,,1/25/2019,
SERC,MSME,111,14,532,,,1/25/2019,
SERC,MSME,111,11.5,531,,,1/25/2019,
SERC,MSME,111,12.5,529,,,1/25/2019,
SERC,MSME,111,11.7,530,,,1/25/2019,
SERC,MSME,111,10.1,524,,,1/25/2019,
SERC,MSME,111,2.4,522,,,1/25/2019,
SERC,MSME,111,12.1,621,,,1/25/2019,
SERC,MSME,111,14,525,,,1/25/2019,
SERC,MSME,111,8.5,523,,,1/25/2019,
SERC,MSME,111,12.3,620,,,1/25/2019,
SERC,MSME,111,11.2,610,,,1/25/2019,
SERC,MSME,111,2.1,516,,,1/25/2019,
SERC,MSME,111,4.6,515,,,1/25/2019,
SERC,MSME,111,8.7,514,,,1/25/2019,
SERC,MSME,111,14.8,609,,,1/25/2019,
SERC,MSME,111,13.6,502,,,1/25/2019,
SERC,MSME,111,10.8,504,,,1/25/2019,
SERC,MSME,111,11,505,,,1/25/2019,
SERC,MSME,111,7.9,513,,,1/25/2019,
SERC,MSME,111,12.7,506,,,1/25/2019,
SERC,MSME,110,3,521,,,1/25/2019,
SERC,MSME,110,12.4,517,,,1/25/2019,
SERC,MSME,110,7.8,518,,,1/25/2019,
SERC,MSME,110,12.8,519,,,1/25/2019,
SERC,MSME,110,13.2,520,,,1/25/2019,
SERC,MSME,110,10.2,535,,,1/25/2019,
SERC,MSME,110,12.6,534,,,1/25/2019,
SERC,MSME,110,12,435,,,1/25/2019,
SERC,MSME,110,6.3,434,,,1/25/2019,check tag
SERC,MSME,110,6.4,533,,,1/25/2019,
SERC,MSME,110,7.9,532,,,1/25/2019,
SERC,MSME,110,13.7,449,,,1/25/2019,
SERC,MSME,110,12.4,536,,,1/25/2019,
SERC,MSME,110,11.3,537,,,1/25/2019,
SERC,MSME,110,11.5,538,,,1/25/2019,
SERC,MSME,110,11.2,539,,,1/25/2019,
SERC,MSME,110,12.4,540,,,1/25/2019,
SERC,MSME,110,12.8,541,,,1/25/2019,
SERC,MSME,110,4.8,531,,,1/25/2019,
SERC,MSME,110,5.4,530,,,1/25/2019,
SERC,MSME,110,5.8,529,,,1/25/2019,
SERC,MSME,110,10.6,528,,,1/25/2019,
SERC,MSME,110,11.8,527,,,1/25/2019,
SERC,MSME,110,13.4,526,,,1/25/2019,
SERC,MSME,110,6.4,524,,,1/25/2019,
SERC,MSME,110,10.8,525,,,1/25/2019,
SERC,MSME,110,10.1,621,,,1/25/2019,
SERC,MSME,110,10.6,523,,,1/25/2019,
SERC,MSME,110,14.1,620,,,1/25/2019,
SERC,MSME,110,14.8,514,,,1/25/2019,
SERC,MSME,110,5.1,522,,,1/25/2019,
SERC,MSME,110,8.2,516,,,1/25/2019,
SERC,MSME,110,11.1,515,,,1/25/2019,
SERC,MSME,110,14.7,513,,,1/25/2019,
SERC,MSME,112,2.6,518,,,1/25/2019,
SERC,MSME,109,4.2,518,,,1/25/2019,
SERC,MSME,109,9,517,,,1/25/2019,
SERC,MSME,112,7.6,517,,,1/25/2019,
SERC,MSME,112,6.6,519,,,1/25/2019,
SERC,MSME,109,7,519,,,1/25/2019,
SERC,MSME,109,12.7,512,,,1/25/2019,
SERC,MSME,112,12.5,512,,,1/25/2019,
SERC,MSME,112,14.8,511,,,1/25/2019,
SERC,MSME,109,6.1,520,,,1/25/2019,
SERC,MSME,112,6.4,520,,,1/25/2019,
SERC,MSME,112,12.2,422,,,1/25/2019,
SERC,MSME,109,11.3,422,,,1/25/2019,
SERC,MSME,109,13.8,421,,,1/25/2019,
SERC,MSME,112,14.6,421,,,1/25/2019,
SERC,MSME,112,13.2,423,,,1/25/2019,
SERC,MSME,109,11.8,423,,,1/25/2019,
SERC,MSME,109,14.5,424,,,1/25/2019,
SERC,MSME,112,14.2,432,,,1/25/2019,
SERC,MSME,109,13.8,437,,,1/25/2019,
SERC,MSME,109,14.5,438,,,1/25/2019,
SERC,MSME,109,7.1,434,,,1/25/2019,
SERC,MSME,112,9,434,,,1/25/2019,
SERC,MSME,112,6.8,535,,,1/25/2019,
SERC,MSME,109,4.9,535,,,1/25/2019,
SERC,MSME,109,12.1,436,,,1/25/2019,
SERC,MSME,112,13.9,436,,,1/25/2019,
SERC,MSME,112,10.8,435,,,1/25/2019,
SERC,MSME,109,9.1,435,,,1/25/2019,
SERC,MSME,109,13.7,448,,,1/25/2019,
SERC,MSME,109,13.4,449,,,1/25/2019,
SERC,MSME,112,14.8,449,,,1/25/2019,
SERC,MSME,112,13.8,536,,,1/25/2019,
SERC,MSME,109,12.5,536,,,1/25/2019,
SERC,MSME,109,12.4,537,,,1/25/2019,
SERC,MSME,109,12.9,538,,,1/25/2019,
SERC,MSME,109,5.6,534,,,1/25/2019,
SERC,MSME,112,6.6,534,,,1/25/2019,
SERC,MSME,112,13.4,537,,,1/25/2019,
SERC,MSME,112,14,538,,,1/25/2019,
SERC,MSME,112,10.4,532,,,1/25/2019,
SERC,MSME,109,9.7,532,,,1/25/2019,
SERC,MSME,109,7.6,533,,,1/25/2019,
SERC,MSME,112,7.3,533,,,1/25/2019,
SERC,MSME,112,14.8,539,,,1/25/2019,
SERC,MSME,109,14.1,539,,,1/25/2019,
SERC,MSME,109,9.4,531,,,1/25/2019,
SERC,MSME,112,9.5,531,,,1/25/2019,
SERC,MSME,112,11.7,529,,,1/25/2019,
SERC,MSME,109,11.9,529,,,1/25/2019,
SERC,MSME,109,12.1,530,,,1/25/2019,
SERC,MSME,112,11.7,530,,,1/25/2019,
SERC,MSME,112,3.4,521,,,1/25/2019,
SERC,MSME,109,4.6,521,,,1/25/2019,
SERC,MSME,112,6.6,522,,,1/25/2019,
SERC,MSME,109,8.5,522,,,1/25/2019,
SERC,MSME,112,13.7,523,,,1/25/2019,
SERC,MSME,112,7.8,516,,,1/25/2019,
SERC,MSME,109,9.9,516,,,1/25/2019,
SERC,MSME,109,11.8,515,,,1/25/2019,
SERC,MSME,112,9.8,515,,,1/25/2019,
SERC,MSME,112,14.2,514,,,1/25/2019,
SERC,MSME,112,11,513,,,1/25/2019,
SERC,MSME,112,14.1,504,,,1/25/2019,
SERC,MSME,109,12.8,513,,,1/25/2019,
SERC,MSME,109,15,505,,,1/25/2019,
SERC,MSME,112,13.6,505,,,1/25/2019,
SERC,MSME,112,14.8,506,,,1/25/2019,
SERC,MSLE,76,1.6,,FAGR,35.8,1/25/2019,
SERC,MSLE,76,2.5,,NYSY,26.2,1/25/2019,
SERC,MSLE,76,1.8,,ACRU,40,1/25/2019,
SERC,MSLE,76,2.1,,ACRU,18,1/25/2019,
SERC,MSLE,76,4.1,,NYSY,6.9,1/25/2019,
SERC,MSLE,76,5.8,,LIST,20,1/25/2019,
SERC,MSLE,76,4.1,,ILOP,10.5,1/25/2019,
SERC,MSLE,76,5.4,,NYSY,20.4,1/25/2019,
SERC,MSLE,76,6.5,,NYSY,9.2,1/25/2019,dead
SERC,MSLE,76,9.7,,NYSY,31,1/25/2019,
SERC,MSLE,76,10.9,,FAGR,44.4,1/25/2019,
SERC,MSLE,76,14.9,,NYSY,30.7,1/25/2019,
SERC,MSLE,76,14.5,,FAGR,43.1,1/25/2019,
SERC,MSLE,76,12.8,,NYSY,7.3,1/25/2019,
SERC,MSLE,76,13.4,,ILOP,4.9,1/25/2019,
SERC,MSLE,76,12.4,,QU??,53.6,1/25/2019,
SERC,MSLE,76,14.4,,FAGR,31.5,1/25/2019,
SERC,MSLE,76,7.5,407,,,1/25/2019,
SERC,MSLE,76,6.2,408,,,1/25/2019,
SERC,MSLE,76,8,406,,,1/25/2019,
SERC,MSLE,76,9,405,,,1/25/2019,
SERC,MSLE,76,12.6,402,,,1/25/2019,
SERC,MSLE,76,15,403,,,1/25/2019,
SERC,MSLE,76,11.5,404,,,1/25/2019,
SERC,MSLE,76,4,409,,,1/25/2019,
SERC,MSLE,76,3.1,410,,,1/25/2019,
SERC,MSLE,76,4.8,411,,,1/25/2019,
SERC,MSLE,76,8.7,415,,,1/25/2019,
SERC,MSLE,76,13.7,419,,,1/25/2019,
SERC,MSLE,76,9.5,416,,,1/25/2019,
SERC,MSLE,76,10.9,418,,,1/25/2019,
SERC,MSLE,76,11.2,417,,,1/25/2019,
SERC,MSLE,76,7.8,,FAGR,28.1,1/25/2019,
SERC,MSLE,76,6.7,,NYSY,18,1/25/2019,
SERC,MSLE,76,7.5,,NYSY,16.6,1/25/2019,
SERC,MSLE,74,5,,NYSY,18,1/25/2019,
SERC,MSLE,74,5.6,,NYSY,16.6,1/25/2019,
SERC,MSLE,74,2.5,,FAGR,28.1,1/25/2019,
SERC,MSLE,74,10.9,,FAGR,28.5,1/25/2019,
SERC,MSLE,74,14.9,,,33.5,1/25/2019,"dead, check species"
SERC,MSLE,74,4.9,417,,,1/25/2019,
SERC,MSLE,74,10.1,425,,,1/25/2019,
SERC,MSLE,74,13.6,427,,,1/25/2019,
SERC,MSLE,74,13.4,426,,,1/25/2019,check dist
SERC,MSLE,74,3.8,416,,,1/25/2019,
SERC,MSLE,74,5.5,518,,,1/25/2019,
SERC,MSLE,74,13,424,,,1/25/2019,
SERC,MSLE,74,14.6,423,,,1/25/2019,
SERC,MSLE,74,9.4,419,,,1/25/2019,
SERC,MSLE,74,12.1,420,,,1/25/2019,
SERC,MSLE,74,4.2,415,,,1/25/2019,
SERC,MSLE,74,4.3,414,,,1/25/2019,
SERC,MSLE,74,13.8,421,,,1/25/2019,
SERC,MSLE,74,9.5,404,,,1/25/2019,
SERC,MSLE,74,13.6,403,,,1/25/2019,
SERC,MSLE,74,12.2,402,,,1/25/2019,
SERC,MSLE,74,8.9,405,,,1/25/2019,
SERC,MSLE,74,8.8,406,,,1/25/2019,
SERC,MSLE,74,9.3,407,,,1/25/2019,
SERC,MSLE,74,7.9,408,,,1/25/2019,
SERC,MSLE,74,1.2,413,,,1/25/2019,
SERC,MSLE,74,1.7,412,,,1/25/2019,
SERC,MSLE,74,3,411,,,1/25/2019,
SERC,MSLE,74,3.8,409,,,1/25/2019,
SERC,MSLE,74,7.8,408,,,1/25/2019,
SERC,MSLE,74,9,407,,,1/25/2019,
SERC,MSLE,74,8.7,406,,,1/25/2019,
SERC,MSLE,74,14.5,,QU??,53.6,1/25/2019,
SERC,MSLE,74,3.9,410,,,1/25/2019,
SERC,MSLE,74,13.8,,NYSY,31,1/25/2019,
SERC,MSLE,74,9.2,,ILOP,10.5,1/25/2019,
SERC,MSLE,74,10.9,,NYSY,19.8,1/25/2019,
SERC,MSLE,74,12.1,,NYSY,9.2,1/25/2019,dead
SERC,MSLE,74,11.7,,NYSY,19.8,1/25/2019,
SERC,MSLE,74,9.8,,NYSY,6.8,1/25/2019,
SERC,MSLE,74,6.9,,FAGR,35.8,1/25/2019,
SERC,MSLE,74,8.2,,NYSY,26.2,1/25/2019,
SERC,MSLE,74,7.9,,ACRU,40,1/25/2019,check dbh
SERC,MSLE,74,7.9,,ACRU,18,1/25/2019,
SERC,MSLE,73,9,,ACRU,39.2,2/6/2019,dead
SERC,MSLE,73,11.1,,NYSY,17.5,2/6/2019,
SERC,MSLE,73,2.5,417,,,2/6/2019,
SERC,MSLE,73,6.8,,FAGR,28.9,2/6/2019,
SERC,MSLE,73,10.9,,NYSY,18.1,2/6/2019,
SERC,MSLE,73,14.8,,FAGR,36.2,2/6/2019,
SERC,MSLE,73,9.2,413,,,2/6/2019,
SERC,MSLE,73,9.4,412,,,2/6/2019,
SERC,MSLE,73,11.6,410,,,2/6/2019,
SERC,MSLE,73,11.2,409,,,2/6/2019,
SERC,MSLE,73,10.2,411,,,2/6/2019,
SERC,MSLE,73,4.9,416,,,2/6/2019,
SERC,MSLE,73,7.4,415,,,2/6/2019,
SERC,MSLE,73,8.7,414,,,2/6/2019,
SERC,MSLE,73,14.4,408,,,2/6/2019,
SERC,MSLE,73,14.2,406,,,2/6/2019,
SERC,MSLE,73,13.3,405,,,2/6/2019,
SERC,MSLE,73,4.9,418,,,2/6/2019,
SERC,MSLE,73,12.1,404,,,2/6/2019,
SERC,MSLE,73,8.5,419,,,2/6/2019,
SERC,MSLE,73,12,420,,,2/6/2019,
SERC,MSLE,73,14.9,421,,,2/6/2019,
SERC,MSLE,73,12.2,423,,,2/6/2019,
SERC,MSLE,73,8.5,424,,,2/6/2019,
SERC,MSLE,73,12.5,432,,,2/6/2019,
SERC,MSLE,73,12.9,433,,,2/6/2019,
SERC,MSLE,73,14.2,438,,,2/6/2019,
SERC,MSLE,73,5.9,426,,,2/6/2019,
SERC,MSLE,73,2.3,425,,,2/6/2019,
SERC,MSLE,73,5.7,427,,,2/6/2019,
SERC,MSLE,73,10.1,430,,,2/6/2019,
SERC,MSLE,73,11.6,431,,,2/6/2019,
SERC,MSLE,73,9.5,429,,,2/6/2019,
SERC,MSLE,73,13.6,,ACRU,16.8,2/6/2019,dead
SERC,MSLE,73,9.9,,LIST,56.1,2/6/2019,dead
SERC,MSLE,73,7.9,,NYSY,17.6,2/6/2019,
SERC,MSLE,73,8.5,,JUVI,25,2/6/2019,
SERC,MSLE,73,8,,,,2/6/2019,"dead, check species"
SERC,MSLE,73,12.1,,NYSY,31.4,2/6/2019,
SERC,MSLE,73,5.2,,FAGR,28.7,2/6/2019,
SERC,MSLE,75,1.3,,LIST,56.1,2/6/2019,dead
SERC,MSLE,75,3.2,,NYSY,31.4,2/6/2019,
SERC,MSLE,75,1.4,,ACRU,16.8,2/6/2019,dead
SERC,MSLE,75,5.2,,PRSE,35.1,2/6/2019,
SERC,MSLE,75,5.8,439,,,2/6/2019,
SERC,MSLE,75,9.3,,,15.6,2/6/2019,check species
SERC,MSLE,75,10.5,,ACRU,19.4,2/6/2019,
SERC,MSLE,75,9.5,441,,,2/6/2019,
SERC,MSLE,75,11.4,442,,,2/6/2019,
SERC,MSLE,75,14.7,443,,,2/6/2019,
SERC,MSLE,75,5.3,431,,,2/6/2019,
SERC,MSLE,75,2.2,429,,,2/6/2019,
SERC,MSLE,75,5.7,430,,,2/6/2019,
SERC,MSLE,75,12.8,433,,,2/6/2019,
SERC,MSLE,75,12.1,438,,,2/6/2019,
SERC,MSLE,75,13.1,437,,,2/6/2019,
SERC,MSLE,75,6,427,,,2/6/2019,
SERC,MSLE,75,8.9,426,,,2/6/2019,
SERC,MSLE,75,13.8,432,,,2/6/2019,
SERC,MSLE,75,14.5,424,,,2/6/2019,
SERC,MSLE,75,9.3,425,,,2/6/2019,
SERC,MSLE,75,13.6,417,,,2/6/2019,
SERC,MSLE,75,8.2,,FAGR,28.7,2/6/2019,
SERC,MSLE,75,3.2,,NYSY,17.6,2/6/2019,
SERC,MSLE,75,3.6,,JUVI,25,2/6/2019,
SERC,MSLE,75,4.1,,,33.4,2/6/2019,dead
SERC,LSME,118,9.3,FG010082,,,2/6/2019,
SERC,LSME,118,11.3,FG010083,,,2/6/2019,
SERC,LSME,118,11.6,FG010081,,,2/6/2019,
SERC,LSME,118,13.6,FG010080,,,2/6/2019,
SERC,LSME,118,14.3,FG010079,,,2/6/2019,
SERC,LSME,118,12.1,FG010074,FAGR,3.7,2/6/2019,
SERC,LSME,118,14.6,FG010075,FAGR,2.5,2/6/2019,
SERC,LSME,118,5.3,FG010178,,,2/6/2019,
SERC,LSME,118,5.8,FG010188,,,2/6/2019,
SERC,LSME,118,10.2,FG010190,FAGR,5.3,2/6/2019,
SERC,LSME,118,10.2,FG011167,FAGR,2.4,2/6/2019,
SERC,LSME,118,10.2,FG010192,FAGR,2.6,2/6/2019,
SERC,LSME,118,10.3,FG010193,FAGR,48.1,2/6/2019,
SERC,LSME,118,6.4,FG010189,,,2/6/2019,
SERC,LSME,118,2.8,FG010185,,,2/6/2019,
SERC,LSME,118,2.4,FG010184,,,2/6/2019,
SERC,LSME,118,9.9,FG010180,QU??,61.5,2/6/2019,
SERC,LSME,118,5.8,FG010179,,,2/6/2019,
SERC,LSME,118,3.4,FG010183,,,2/6/2019,
SERC,LSME,118,13.8,FG010172,,40.3,2/6/2019,
SERC,LSME,118,13.4,FG010174,CACA,10,2/6/2019,
SERC,LSME,118,10.8,,FAGR,37.4,2/6/2019,
SERC,LSME,118,11.1,,LITU,87.7,2/6/2019,
SERC,LSME,118,14.8,,QUAL,27,2/6/2019,
SERC,LSME,118,7,,FAGR,4.7,2/6/2019,
SERC,LSME,118,7.3,,LITU,42.5,2/6/2019,
SERC,LSME,118,11.5,,FAGR,16.3,2/6/2019,
SERC,LSME,118,12.7,,QUAL,15.4,2/6/2019,
SERC,LSME,118,14.4,,FAGR,56.5,2/6/2019,
SERC,LSME,118,13.7,,CACA,5.4,2/6/2019,
SERC,LSME,118,10.1,,FAGR,4.2,2/6/2019,
SERC,LSME,118,6.1,,CACA,5,2/6/2019,
SERC,LSME,118,8.3,,FAGR,4.2,2/6/2019,
SERC,LSME,118,10.4,,LITU,62.7,2/6/2019,
SERC,LSME,118,12.6,,LITU,95.5,2/6/2019,
SERC,LSME,118,13.1,,LITU,29,2/6/2019,
SERC,LSME,118,8.1,202,,,2/6/2019,
SERC,LSME,118,10.8,203,,,2/6/2019,
SERC,LSME,118,6,201,,,2/6/2019,
SERC,LSME,118,14.6,,FAGR,39.3,2/6/2019,
SERC,LSME,118,13.3,FG010200,,,2/6/2019,
SERC,LSME,118,9.3,FG010503,,,2/6/2019,
SERC,LSME,118,9.8,FG010504,,,2/6/2019,
SERC,LSME,118,10,FG010505,,,2/6/2019,
SERC,LSME,118,8.3,FG010502,,,2/6/2019,
SERC,LSME,118,11.9,FG010506,,,2/6/2019,
SERC,LSME,118,6.6,FG010501,,,2/6/2019,
SERC,LSME,118,7.4,FG010196,,,2/6/2019,
SERC,LSME,118,9.8,FG010197,,,2/6/2019,
SERC,LSME,118,13.6,FG010198,,,2/6/2019,
SERC,LSME,118,13.2,FG010096,,,2/6/2019,
SERC,LSME,118,13.3,FG010095,,,2/6/2019,
SERC,LSME,118,13.4,FG010093,,,2/6/2019,
SERC,LSME,118,13.6,FG010094,,,2/6/2019,
SERC,LSME,118,7.2,FG010195,,,2/6/2019,
SERC,LSME,118,7.2,FG010194,,,2/6/2019,
SERC,LSME,118,13.6,FG010087,,,2/6/2019,
SERC,LSME,120,13.7,,FAGR,4.2,2/6/2019,
SERC,LSME,117,14.6,,FAGR,4.2,2/6/2019,
SERC,LSME,117,14.1,202,,,2/6/2019,
SERC,LSME,120,12.4,202,,,2/6/2019,
SERC,LSME,120,10,201,,,2/6/2019,
SERC,LSME,117,11.8,201,,,2/6/2019,
SERC,LSME,117,13,FG010503,,,2/6/2019,
SERC,LSME,120,10.7,FG010503,,,2/6/2019,
SERC,LSME,120,7.3,FG010501,,,2/6/2019,
SERC,LSME,117,9.5,FG010501,,,2/6/2019,
SERC,LSME,117,10.7,FG010502,,,2/6/2019,
SERC,LSME,120,8.5,FG010502,,,2/6/2019,
SERC,LSME,120,10.7,FG010505,,,2/6/2019,
SERC,LSME,117,12.9,FG010505,,,2/6/2019,
SERC,LSME,117,12.9,FG010504,,,2/6/2019,
SERC,LSME,120,10.6,FG010504,,,2/6/2019,
SERC,LSME,120,12.6,FG010506,,,2/6/2019,
SERC,LSME,117,14.9,FG010506,,,2/6/2019,
SERC,LSME,120,14.7,FG010200,,,2/6/2019,
SERC,LSME,120,4.4,FG010196,,,2/6/2019,
SERC,LSME,117,6.6,FG010196,,,2/6/2019,
SERC,LSME,117,9.5,FG010197,,,2/6/2019,
SERC,LSME,120,7.4,FG010197,,,2/6/2019,
SERC,LSME,120,11,FG010198,,,2/6/2019,
SERC,LSME,117,12.7,FG010198,,,2/6/2019,
SERC,LSME,117,14.9,FG010097,,,2/6/2019,
SERC,LSME,120,13.2,FG010097,,,2/6/2019,
SERC,LSME,120,2.9,FG010194,,,2/6/2019,
SERC,LSME,120,3,FG010195,,,2/6/2019,
SERC,LSME,117,4.7,FG010194,,,2/6/2019,
SERC,LSME,117,4.8,FG010195,,,2/6/2019,
SERC,LSME,117,11,FG010093,,,2/6/2019,
SERC,LSME,117,11,FG010094,,,2/6/2019,
SERC,LSME,117,11,FG010095,,,2/6/2019,
SERC,LSME,117,11,FG010096,,,2/6/2019,
SERC,LSME,120,9.6,FG010093,,,2/6/2019,
SERC,LSME,120,9.6,FG010094,,,2/6/2019,
SERC,LSME,120,9.6,FG010095,,,2/6/2019,
SERC,LSME,120,9.6,FG010096,,,2/6/2019,
SERC,LSME,120,13.8,FG010673,,,2/6/2019,
SERC,LSME,117,14.6,FG010673,,,2/6/2019,
SERC,LSME,117,11.1,FG010088,,,2/6/2019,
SERC,LSME,120,10.8,FG010088,,,2/6/2019,
SERC,LSME,120,11.5,FG010089,,,2/6/2019,
SERC,LSME,117,11.9,FG010089,,,2/6/2019,
SERC,LSME,117,14.1,FG010091,,,2/6/2019,
SERC,LSME,120,14,FG010091,,,2/6/2019,
SERC,LSME,120,13.4,FG010090,,,2/6/2019,
SERC,LSME,117,13.5,FG010090,,,2/6/2019,
SERC,LSME,117,13.9,,FAGR,2,2/6/2019,
SERC,LSME,120,14.3,,FAGR,2,2/6/2019,
SERC,LSME,120,12,FG010086,,52,2/6/2019,
SERC,LSME,117,11.6,FG010086,,,2/6/2019,
SERC,LSME,117,11.7,FG010085,,,2/6/2019,
SERC,LSME,117,,,LIST,29.5,2/6/2019,
SERC,LSME,117,7.3,FG010080,,,2/6/2019,
SERC,LSME,117,5.5,FG010083,,,2/6/2019,
SERC,LSME,117,3.2,FG010082,,,2/6/2019,
SERC,LSME,120,4.2,FG010082,,,2/6/2019,
SERC,LSME,120,6.1,FG010083,,,2/6/2019,
SERC,LSME,120,8.4,FG010080,,,2/6/2019,
SERC,LSME,120,9.1,FG010084,,,2/6/2019,
SERC,LSME,120,12.1,FG010086,,,2/6/2019,
SERC,LSME,120,12.1,FG010085,,,2/6/2019,
SERC,LSME,120,12.4,FG010078,,,2/6/2019,
SERC,LSME,117,8.6,FG010084,,,2/6/2019,
SERC,LSME,117,11.5,FG010078,,,2/6/2019,
SERC,LSME,117,4.9,FG010081,FAGR,3.9,2/6/2019,
SERC,LSME,117,7.6,FG010079,FAGR,2.8,2/6/2019,
SERC,LSME,117,10.1,FG010076,FAGR,6.5,2/6/2019,
SERC,LSME,117,13.5,FG010265,FAGR,34.3,2/6/2019,
SERC,LSME,120,8.3,FG010080,,,2/6/2019,
SERC,LSME,120,13.2,FG010077,FAGR,9.9,2/6/2019,
SERC,LSME,117,12.3,FG010077,FAGR,9.9,2/6/2019,
SERC,LSME,120,6.5,FG010081,FAGR,3.9,2/6/2019,
SERC,LSME,120,9.2,FG010079,FAGR,2.8,2/6/2019,
SERC,LSME,120,11.3,FG010076,FAGR,6.5,2/6/2019,
SERC,LSME,120,7.5,FG010074,FAGR,3.7,2/6/2019,
SERC,LSME,117,5.6,FG010074,FAGR,3.7,2/6/2019,
SERC,LSME,117,8,FG010075,FAGR,2.5,2/6/2019,
SERC,LSME,120,9.5,FG010075,FAGR,2.5,2/6/2019,
SERC,LSME,120,14.9,FG010073,FAGR,25,2/6/2019,
SERC,LSME,117,13.1,FG010073,FAGR,25,2/6/2019,
SERC,LSME,117,10.3,FG010070,FAGR,2.2,2/6/2019,
SERC,LSME,120,12.2,FG010070,FAGR,2.2,2/6/2019,
SERC,LSME,120,14.6,FG010068,NYSY,18.8,2/6/2019,
